1,2,1
1,2,2
1,2,3
1,2,4
1,2,5
1,2,6
1,2,7
1,2,8
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,2,15
1,2,16
1,2,17
1,2,18
1,2,19
1,2,20
1,2,21
1,2,22
1,2,23
1,2,24
1,4,1
1,4,2
1,4,3
1,4,4
1,4,5
1,4,6
1,4,7
1,4,8
1,4,9
1,4,10
1,4,11
1,4,12
1,4,13
1,4,14
1,4,15
1,4,16
1,4,17
1,4,18
1,4,19
1,4,20
1,4,21
1,4,22
1,4,23
1,4,24
1,6,1
1,6,2
1,6,3
1,6,4
1,6,5
1,6,6
1,6,7
1,6,8
1,6,9
1,6,10
1,6,11
1,6,12
1,6,13
1,6,14
1,6,15
1,6,16
1,6,17
1,6,18
1,6,19
1,6,20
1,6,21
1,6,22
1,6,23
1,6,24
1,8,1
1,8,2
1,8,3
1,8,4
1,8,5
1,8,6
1,8,7
1,8,8
1,8,9
1,8,10
1,8,11
1,8,12
1,8,13
1,8,14
1,8,15
1,8,16
1,8,17
1,8,18
1,8,19
1,8,20
1,8,21
1,8,22
1,8,23
1,8,24
1,10,1
1,10,2
1,10,3
1,10,4
1,10,5
1,10,6
1,10,7
1,10,8
1,10,9
1,10,10
1,10,11
1,10,12
1,10,13
1,10,14
1,10,15
1,10,16
1,10,17
1,10,18
1,10,19
1,10,20
1,10,21
1,10,22
1,10,23
1,10,24
1,12,1
1,12,2
1,12,3
1,12,4
1,12,5
1,12,6
1,12,7
1,12,8
1,12,9
1,12,10
1,12,11
1,12,12
1,12,13
1,12,14
1,12,15
1,12,16
1,12,17
1,12,18
1,12,19
1,12,20
1,12,21
1,12,22
1,12,23
1,12,24
1,14,1
1,14,2
1,14,3
1,14,4
1,14,5
1,14,6
1,14,7
1,14,8
1,14,9
1,14,10
1,14,11
1,14,12
1,14,13
1,14,14
1,14,15
1,14,16
1,14,17
1,14,18
1,14,19
1,14,20
1,14,21
1,14,22
1,14,23
1,14,24
1,16,1
1,16,2
1,16,3
1,16,4
1,16,5
1,16,6
1,16,7
1,16,8
1,16,9
1,16,10
1,16,11
1,16,12
1,16,13
1,16,14
1,16,15
1,16,16
1,16,17
1,16,18
1,16,19
1,16,20
1,16,21
1,16,22
1,16,23
1,16,24
1,18,1
1,18,2
1,18,3
1,18,4
1,18,5
1,18,6
1,18,7
1,18,8
1,18,9
1,18,10
1,18,11
1,18,12
1,18,13
1,18,14
1,18,15
1,18,16
1,18,17
1,18,18
1,18,19
1,18,20
1,18,21
1,18,22
1,18,23
1,18,24
1,20,1
1,20,2
1,20,3
1,20,4
1,20,5
1,20,6
1,20,7
1,20,8
1,20,9
1,20,10
1,20,11
1,20,12
1,20,13
1,20,14
1,20,15
1,20,16
1,20,17
1,20,18
1,20,19
1,20,20
1,20,21
1,20,22
1,20,23
1,20,24
1,22,1
1,22,2
1,22,3
1,22,4
1,22,5
1,22,6
1,22,7
1,22,8
1,22,9
1,22,10
1,22,11
1,22,12
1,22,13
1,22,14
1,22,15
1,22,16
1,22,17
1,22,18
1,22,19
1,22,20
1,22,21
1,22,22
1,22,23
1,22,24
1,24,1
1,24,2
1,24,3
1,24,4
1,24,5
1,24,6
1,24,7
1,24,8
1,24,9
1,24,10
1,24,11
1,24,12
1,24,13
1,24,14
1,24,15
1,24,16
1,24,17
1,24,18
1,24,19
1,24,20
1,24,21
1,24,22
1,24,23
1,24,24
2,1,2
2,1,4
2,1,6
2,1,8
2,1,10
2,1,12
2,1,14
2,1,16
2,1,18
2,1,20
2,1,22
2,1,24
2,2,2
2,2,4
2,2,6
2,2,8
2,2,10
2,2,12
2,2,14
2,2,16
2,2,18
2,2,20
2,2,22
2,2,24
2,3,2
2,3,4
2,3,6
2,3,8
2,3,10
2,3,12
2,3,14
2,3,16
2,3,18
2,3,20
2,3,22
2,3,24
2,4,2
2,4,4
2,4,6
2,4,8
2,4,10
2,4,12
2,4,14
2,4,16
2,4,18
2,4,20
2,4,22
2,5,2
2,5,4
2,5,6
2,5,8
2,5,10
2,5,12
2,5,14
2,5,16
2,5,18
2,5,20
2,5,22
2,6,2
2,6,4
2,6,6
2,6,8
2,6,10
2,6,12
2,6,14
2,6,16
2,6,18
2,6,20
2,6,22
2,6,24
2,7,2
2,7,4
2,7,6
2,7,8
2,7,10
2,7,12
2,7,14
2,7,16
2,7,18
2,7,20
2,7,22
2,7,24
2,8,2
2,8,4
2,8,6
2,8,8
2,8,10
2,8,12
2,8,14
2,8,16
2,8,18
2,8,20
2,8,22
2,8,24
2,9,2
2,9,4
2,9,6
2,9,8
2,9,10
2,9,12
2,9,14
2,9,16
2,9,18
2,9,20
2,9,22
2,9,24
2,10,2
2,10,4
2,10,6
2,10,8
2,10,10
2,10,12
2,10,14
2,10,16
2,10,18
2,10,20
2,10,22
2,10,24
2,11,2
2,11,4
2,11,6
2,11,8
2,11,10
2,11,12
2,11,14
2,11,16
2,11,18
2,11,20
2,11,22
2,11,24
2,12,2
2,12,4
2,12,6
2,12,8
2,12,10
2,12,12
2,12,14
2,12,16
2,12,18
2,12,20
2,12,22
2,12,24
2,13,2
2,13,4
2,13,6
2,13,8
2,13,10
2,13,12
2,13,14
2,13,16
2,13,18
2,13,20
2,13,22
2,13,24
2,14,2
2,14,4
2,14,6
2,14,8
2,14,10
2,14,12
2,14,14
2,14,16
2,14,18
2,14,20
2,14,22
2,14,24
2,15,2
2,15,4
2,15,6
2,15,8
2,15,10
2,15,12
2,15,14
2,15,16
2,15,18
2,15,20
2,15,22
2,15,24
2,16,2
2,16,4
2,16,6
2,16,8
2,16,10
2,16,12
2,16,14
2,16,16
2,16,18
2,16,20
2,16,22
2,16,24
2,17,2
2,17,4
2,17,6
2,17,8
2,17,10
2,17,12
2,17,14
2,17,16
2,17,18
2,17,20
2,17,22
2,17,24
2,18,2
2,18,4
2,18,6
2,18,8
2,18,10
2,18,12
2,18,14
2,18,16
2,18,18
2,18,20
2,18,22
2,18,24
2,19,2
2,19,4
2,19,6
2,19,8
2,19,10
2,19,12
2,19,14
2,19,16
2,19,18
2,19,20
2,19,22
2,19,24
2,20,2
2,20,4
2,20,6
2,20,8
2,20,10
2,20,12
2,20,14
2,20,16
2,20,18
2,20,20
2,20,22
2,20,24
2,21,2
2,21,4
2,21,6
2,21,8
2,21,10
2,21,12
2,21,14
2,21,16
2,21,18
2,21,20
2,21,22
2,21,24
2,22,2
2,22,4
2,22,6
2,22,8
2,22,10
2,22,12
2,22,14
2,22,16
2,22,18
2,22,20
2,22,22
2,22,24
2,23,2
2,23,4
2,23,6
2,23,8
2,23,10
2,23,12
2,23,14
2,23,16
2,23,18
2,23,20
2,23,22
2,23,24
2,24,2
2,24,4
2,24,6
2,24,8
2,24,10
2,24,12
2,24,14
2,24,16
2,24,18
2,24,20
2,24,22
2,24,24
3,3,1
3,3,2
3,3,3
3,3,4
3,3,5
3,3,6
