3,3,7
3,3,8
3,3,9
3,3,10
3,3,11
3,3,12
3,3,13
3,3,14
3,3,15
3,3,16
3,3,17
3,3,18
3,3,19
3,3,20
3,3,21
3,3,22
3,3,23
3,3,24
3,6,1
3,6,2
3,6,3
3,6,4
3,6,5
3,6,6
3,6,7
3,6,8
3,6,9
3,6,10
3,6,11
3,6,12
3,6,13
3,6,14
3,6,15
3,6,16
3,6,17
3,6,18
3,6,19
3,6,20
3,6,21
3,6,22
3,6,23
3,6,24
3,9,1
3,9,2
3,9,3
3,9,4
3,9,5
3,9,6
3,9,7
3,9,8
3,9,9
3,9,10
3,9,11
3,9,12
3,9,13
3,9,14
3,9,15
3,9,16
3,9,17
3,9,18
3,9,19
3,9,20
3,9,21
3,9,22
3,9,23
3,9,24
3,12,1
3,12,2
3,12,3
3,12,4
3,12,5
3,12,6
3,12,7
3,12,8
3,12,9
3,12,10
3,12,11
3,12,12
3,12,13
3,12,14
3,12,15
3,12,16
3,12,17
3,12,18
3,12,19
3,12,20
3,12,21
3,12,22
3,12,23
3,12,24
3,15,1
3,15,2
3,15,3
3,15,4
3,15,5
3,15,6
3,15,7
3,15,8
3,15,9
3,15,10
3,15,11
3,15,12
3,15,13
3,15,14
3,15,15
3,15,16
3,15,17
3,15,18
3,15,19
3,15,20
3,15,21
3,15,22
3,15,23
3,15,24
3,18,1
3,18,2
3,18,3
3,18,4
3,18,5
3,18,6
3,18,7
3,18,8
3,18,9
3,18,10
3,18,11
3,18,12
3,18,13
3,18,14
3,18,15
3,18,16
3,18,17
3,18,18
3,18,19
3,18,20
3,18,21
3,18,22
3,18,23
3,18,24
3,21,1
3,21,2
3,21,3
3,21,4
3,21,5
3,21,6
3,21,7
3,21,8
3,21,9
3,21,10
3,21,11
3,21,12
3,21,13
3,21,14
3,21,15
3,21,16
3,21,17
3,21,18
3,21,19
3,21,20
3,21,21
3,21,22
3,21,23
3,21,24
3,24,1
3,24,2
3,24,3
3,24,4
3,24,5
3,24,6
3,24,7
3,24,8
3,24,9
3,24,10
3,24,11
3,24,12
3,24,13
3,24,14
3,24,15
3,24,16
3,24,17
3,24,18
3,24,19
3,24,20
3,24,21
3,24,22
3,24,23
3,24,24
4,1,3
4,1,6
4,1,9
4,1,12
4,1,15
4,1,18
4,1,21
4,1,24
4,2,3
4,2,6
4,2,9
4,2,12
4,2,15
4,2,18
4,2,21
4,2,24
4,3,3
4,3,6
4,3,9
4,3,12
4,3,15
4,3,18
4,3,21
4,3,24
4,4,3
4,4,6
4,4,9
4,4,12
4,4,15
4,4,18
4,4,21
4,4,24
4,5,3
4,5,6
4,5,9
4,5,12
4,5,15
4,5,18
4,5,21
4,5,24
4,6,3
4,6,6
4,6,9
4,6,12
4,6,15
4,6,18
4,6,21
4,6,24
4,7,3
4,7,6
4,7,9
4,7,12
4,7,15
4,7,18
4,7,21
4,7,24
4,8,3
4,8,6
4,8,9
4,8,12
4,8,15
4,8,18
4,8,21
4,8,24
4,9,3
4,9,6
4,9,9
4,9,12
4,9,15
4,9,18
4,9,21
4,9,24
4,10,3
4,10,6
4,10,9
4,10,12
4,10,15
4,10,18
4,10,21
4,10,24
4,11,3
4,11,6
4,11,9
4,11,12
4,11,15
4,11,18
4,11,21
4,11,24
4,12,3
4,12,6
4,12,9
4,12,12
4,12,15
4,12,18
4,12,21
4,12,24
4,13,3
4,13,6
4,13,9
4,13,12
4,13,15
4,13,18
4,13,21
4,13,24
4,14,3
4,14,6
4,14,9
4,14,12
4,14,15
4,14,18
4,14,21
4,14,24
4,15,3
4,15,6
4,15,9
4,15,12
4,15,15
4,15,18
4,15,21
4,15,24
4,16,3
4,16,6
4,16,9
4,16,12
4,16,15
4,16,18
4,16,21
4,16,24
4,17,3
4,17,6
4,17,9
4,17,12
4,17,15
4,17,18
4,17,21
4,17,24
4,18,3
4,18,6
4,18,9
4,18,12
4,18,15
4,18,18
4,18,21
4,18,24
4,19,3
4,19,6
4,19,9
4,19,12
4,19,15
4,19,18
4,19,21
4,19,24
4,20,3
4,20,6
4,20,9
4,20,12
4,20,15
4,20,18
4,20,21
4,20,24
4,21,3
4,21,6
4,21,9
4,21,12
4,21,15
4,21,18
4,21,21
4,21,24
4,22,3
4,22,6
4,22,9
4,22,12
4,22,15
4,22,18
4,22,21
4,22,24
4,23,3
4,23,6
4,23,9
4,23,12
4,23,15
4,23,18
4,23,21
4,23,24
4,24,3
4,24,6
4,24,9
4,24,12
4,24,15
4,24,18
4,24,21
4,24,24
5,2,2
5,2,4
5,2,6
5,2,8
5,2,10
5,2,12
5,2,14
5,2,16
5,2,18
5,2,20
5,2,22
5,2,24
5,4,2
5,4,4
5,4,6
5,4,8
5,4,10
5,4,12
5,4,14
5,4,16
5,4,18
5,4,20
5,4,22
5,4,24
5,6,2
5,6,4
5,6,6
5,6,8
5,6,10
5,6,12
5,6,14
5,6,16
5,6,18
5,6,20
5,6,22
5,6,24
5,8,2
5,8,4
5,8,6
5,8,8
5,8,10
5,8,12
5,8,14
5,8,16
5,8,18
5,8,20
5,8,22
5,8,24
5,10,2
5,10,4
5,10,6
5,10,8
5,10,10
5,10,12
5,10,14
5,10,16
5,10,18
5,10,20
5,10,22
5,10,24
5,12,2
5,12,4
5,12,6
5,12,8
5,12,10
5,12,12
5,12,14
5,12,16
5,12,18
5,12,20
5,12,22
5,12,24
5,14,2
5,14,4
5,14,6
5,14,8
5,14,10
5,14,12
5,14,14
5,14,16
5,14,18
5,14,20
5,14,22
5,14,24
5,16,2
5,16,4
5,16,6
5,16,8
5,16,10
5,16,12
5,16,14
5,16,16
5,16,18
5,16,20
5,16,22
5,16,24
5,18,2
5,18,4
5,18,6
5,18,8
5,18,10
5,18,12
5,18,14
5,18,16
5,18,18
5,18,20
5,18,22
5,18,24
5,20,2
5,20,4
5,20,6
5,20,8
5,20,10
5,20,12
5,20,14
5,20,16
5,20,18
5,20,20
5,20,22
5,20,24
5,22,2
5,22,4
5,22,6
5,22,8
5,22,10
5,22,12
5,22,14
5,22,16
5,22,18
5,22,20
5,22,22
5,22,24
5,24,2
5,24,4
5,24,6
5,24,8
5,24,10
5,24,12
5,24,14
5,24,16
5,24,18
5,24,20
5,24,22
5,24,24
