38,82,133,192,262,339,418,498,573,638,709,795,891,989,1086,1184,1278,1369,1461,1559,1662,1769,1877,1985
74,160,259,373,508,658,813,969,1115,1240,1377,1546,1737,1933,2128,2324,2511,2690,2870,3065,3271,3485,3701,3917
102,221,361,524,716,932,1158,1386,1597,1773,1967,2213,2497,2791,3084,3376,3653,3914,4174,4459,4764,5083,5405,5725
120,262,434,638,879,1154,1447,1743,2014,2234,2477,2793,3166,3557,3946,4331,4694,5031,5362,5727,6123,6541,6963,7379
133,292,489,726,1010,1339,1696,2057,2383,2643,2929,3308,3765,4252,4735,5210,5656,6066,6463,6899,7377,7887,8403,8910
143,314,529,793,1114,1493,1910,2330,2703,3000,3327,3764,4301,4883,5462,6027,6554,7034,7494,7995,8549,9144,9748,10341
149,328,556,840,1194,1623,2100,2576,2992,3324,3692,4184,4796,5469,6143,6800,7409,7959,8481,9044,9669,10343,11028,11701
154,339,576,877,1265,1747,2283,2811,3268,3635,4045,4592,5275,6033,6799,7548,8242,8865,9450,10073,10766,11515,12277,13027
159,349,595,916,1345,1886,2481,3057,3551,3952,4406,5010,5761,6598,7452,8293,9076,9778,10430,11113,11871,12692,13529,14353
164,360,619,970,1450,2053,2705,3324,3849,4280,4778,5439,6256,7166,8102,9033,9909,10699,11428,12178,13001,13892,14804,15702
171,378,660,1052,1590,2256,2963,3621,4173,4630,5167,5882,6764,7746,8758,9771,10736,11619,12438,13269,14165,15131,16123,17102
181,406,722,1165,1763,2488,3243,3935,4510,4990,5562,6329,7277,8331,9416,10504,11550,12522,13435,14355,15330,16374,17449,18514
196,445,800,1295,1949,2726,3522,4242,4836,5336,5939,6755,7766,8889,10044,11201,12319,13371,14372,15380,16435,17555,18709,19857
215,489,880,1420,2120,2940,3769,4511,5120,5636,6265,7124,8192,9379,10599,11819,13000,14121,15200,16287,17416,18606,19829,21049
230,523,940,1511,2244,3096,3950,4709,5329,5856,6504,7398,8516,9762,11042,12320,13558,14739,15884,17039,18234,19484,20763,22040
238,541,972,1561,2314,3187,4059,4830,5458,5993,6655,7576,8736,10033,11366,12696,13984,15216,16416,17631,18885,20186,21509,22830
243,552,990,1587,2350,3235,4118,4898,5532,6073,6744,7682,8870,10204,11579,12953,14284,15558,16803,18068,19369,20709,22063,23413
247,560,1002,1604,2372,3263,4152,4938,5577,6123,6800,7747,8950,10306,11711,13119,14484,15790,17068,18368,19700,21064,22436,23801
251,568,1014,1620,2392,3287,4180,4970,5613,6163,6845,7797,9008,10376,11799,13229,14617,15944,17242,18562,19909,21284,22664,24036
255,576,1026,1636,2412,3311,4208,5002,5649,6203,6889,7845,9061,10435,11866,13307,14707,16045,17353,18681,20034,21414,22798,24174
259,584,1038,1652,2432,3335,4236,5034,5685,6243,6933,7893,9113,10491,11927,13373,14779,16122,17435,18768,20125,21509,22897,24277
263,592,1050,1668,2452,3359,4264,5066,5721,6283,6977,7941,9165,10547,11987,13437,14847,16194,17511,18848,20209,21597,22989,24373
267,600,1062,1684,2472,3383,4292,5098,5757,6323,7021,7989,9217,10603,12047,13501,14915,16266,17587,18928,20293,21685,23081,24469
271,608,1074,1700,2492,3407,4320,5130,5793,6363,7065,8037,9269,10659,12107,13565,14983,16338,17663,19008,20377,21773,23173,24565
